-1.766430497169494629e+00,-1.268526315689086914e+00,-1.175335764884948730e+00,-6.007124185562133789e-01,7.591563463211059570e-01,2.192401587963104248e-01,-2.382271051406860352e+00,4.614955559372901917e-02,5.171236395835876465e-01,-6.135869026184082031e-01,2.637089729309082031e+00,2.100334644317626953e+00,9.510600566864013672e-01,-1.847660303115844727e+00,-3.608808517456054688e-01,8.575692176818847656e-01,4.324942827224731445e-01,-8.419880867004394531e-01,-1.046821832656860352e+00,9.742919206619262695e-01,-2.948793411254882812e+00,1.136565923690795898e+00,1.979030847549438477e+00,6.306842565536499023e-01,3.420693397521972656e+00,1.933663487434387207e+00,-5.623728036880493164e-01,3.769732713699340820e-01,-1.690052986145019531e+00,9.942396879196166992e-01,-1.950354814529418945e+00,4.752164483070373535e-01
-2.184419870376586914e+00,4.224851727485656738e-01,-4.204705655574798584e-01,4.458609819412231445e-01,3.891289234161376953e-03,-7.971941232681274414e-01,-1.800175905227661133e-01,9.965877532958984375e-01,-1.361611962318420410e+00,-1.174644947052001953e+00,1.136515498161315918e+00,-5.817984342575073242e-01,-3.648860007524490356e-02,5.745299458503723145e-01,9.656008481979370117e-01,-7.317384481430053711e-01,-2.001839399337768555e+00,-2.378169536590576172e+00,4.514757692813873291e-01,7.171443700790405273e-01,-2.675547122955322266e+00,-6.307020783424377441e-02,3.648725748062133789e-01,-6.075981855392456055e-01,2.400000095367431641e+00,1.348498344421386719e+00,1.468498945236206055e+00,9.417965412139892578e-01,-4.947775900363922119e-01,5.508401393890380859e-01,5.637789368629455566e-01,-1.444109439849853516e+00
-1.608312368392944336e+00,-1.550992012023925781e+00,9.677628278732299805e-01,8.940375447273254395e-01,3.710449635982513428e-01,2.710751056671142578e+00,-1.162826895713806152e+00,-2.790321707725524902e-01,-3.081238269805908203e-02,-2.764752209186553955e-01,2.532017707824707031e+00,7.633286714553833008e-01,1.450609803199768066e+00,-4.973969459533691406e-01,-2.198412895202636719e+00,-5.009559392929077148e-01,-9.601814746856689453e-01,-1.425231575965881348e+00,-1.157871365547180176e+00,6.566903591156005859e-01,-7.153495550155639648e-01,2.244880914688110352e+00,-3.165458440780639648e-01,2.472016215324401855e-01,1.183936476707458496e+00,7.457448244094848633e-01,-2.042385101318359375e+00,1.636242508888244629e+00,-9.690306186676025391e-01,1.311419486999511719e+00,-1.298353433609008789e+00,8.808710575103759766e-01
-7.151916027069091797e-01,-1.070005968213081360e-01,-4.089978933334350586e-01,-1.947192698717117310e-01,4.977626800537109375e-01,1.874221563339233398e-01,-8.501373529434204102e-01,-9.493719786405563354e-03,-8.472138643264770508e-02,-3.307197093963623047e-01,1.153220176696777344e+00,8.695297837257385254e-01,3.016341924667358398e-01,-1.105812191963195801e+00,-2.366853505373001099e-01,2.354767322540283203e-01,1.396905332803726196e-01,-6.415358185768127441e-02,-7.948409318923950195e-01,2.664194107055664062e-01,-1.165027379989624023e+00,4.671220779418945312e-01,2.098291516304016113e-01,6.310358047485351562e-01,1.084197163581848145e+00,7.536913156509399414e-01,-1.087588667869567871e-01,1.772816777229309082e-01,-1.379026472568511963e-01,3.469666838645935059e-01,-9.011199474334716797e-01,2.182352989912033081e-01
-1.684497833251953125e+00,-1.136846899986267090e+00,-1.063610911369323730e+00,-4.891016483306884766e-01,6.801050305366516113e-01,1.434546113014221191e-01,-2.177753210067749023e+00,7.232742011547088623e-02,4.105753302574157715e-01,-6.266561746597290039e-01,2.427570343017578125e+00,1.875529885292053223e+00,8.515542745590209961e-01,-1.659429073333740234e+00,-3.354747593402862549e-01,7.709146738052368164e-01,2.859431505203247070e-01,-9.073485136032104492e-01,-9.378372430801391602e-01,9.167781472206115723e-01,-2.747700214385986328e+00,1.057483911514282227e+00,1.741254091262817383e+00,5.112514495849609375e-01,3.155618190765380859e+00,1.798206329345703125e+00,-4.295111000537872314e-01,3.983731567859649658e-01,-1.534792184829711914e+00,9.164363145828247070e-01,-1.789963960647583008e+00,3.723510801792144775e-01
-1.324908137321472168e+00,3.284108161926269531e+00,-5.903357028961181641e+00,2.394636154174804688e+00,-3.759704113006591797e+00,-2.184505462646484375e+00,1.607659935951232910e+00,-6.157416701316833496e-01,-3.921937942504882812e+00,-3.190069437026977539e+00,3.291995286941528320e+00,-3.036660671234130859e+00,-4.260404586791992188e+00,-1.716756820678710938e+00,2.339680194854736328e+00,2.211035013198852539e+00,-1.253454089164733887e+00,3.789814233779907227e+00,-6.953951358795166016e+00,-1.802660584449768066e+00,-4.726909637451171875e+00,-4.770098209381103516e+00,-4.729882240295410156e+00,-8.187550544738769531e+00,1.137757778167724609e+00,-3.415849685668945312e+00,1.436795473098754883e+00,-3.097447633743286133e+00,3.976660490036010742e+00,-2.252858400344848633e+00,-9.635214209556579590e-01,-4.969055175781250000e+00
-2.456998586654663086e+00,5.420689582824707031e-01,-4.678098261356353760e-01,4.783259034156799316e-01,-8.142560720443725586e-02,-9.912654161453247070e-01,-2.733007073402404785e-02,1.167770624160766602e+00,-1.584717988967895508e+00,-1.312282562255859375e+00,1.196424961090087891e+00,-8.343546390533447266e-01,-1.131460443139076233e-01,7.766453623771667480e-01,1.244779348373413086e+00,-9.088190793991088867e-01,-2.346436262130737305e+00,-2.721021413803100586e+00,5.811948776245117188e-01,7.828154563903808594e-01,-3.052729606628417969e+00,-1.710256040096282959e-01,4.190121889114379883e-01,-7.452743053436279297e-01,2.727236986160278320e+00,1.495287895202636719e+00,1.717972517013549805e+00,1.047432303428649902e+00,-5.772796869277954102e-01,5.893933773040771484e-01,7.976915240287780762e-01,-1.745059251785278320e+00
-6.226279735565185547e-01,-8.892916142940521240e-03,-3.953048884868621826e-01,-1.304541081190109253e-01,4.398651421070098877e-01,3.044106364250183105e-01,-7.733871936798095703e-01,8.491460233926773071e-03,-9.477156400680541992e-02,-2.860859036445617676e-01,1.045361042022705078e+00,7.675623893737792969e-01,2.065680027008056641e-01,-1.084185361862182617e+00,-1.917723417282104492e-01,2.502150833606719971e-01,1.513485461473464966e-01,-7.313197851181030273e-02,-8.813457489013671875e-01,2.836008369922637939e-01,-1.010063290596008301e+00,4.197402596473693848e-01,2.016675472259521484e-02,5.259962081909179688e-01,8.984957933425903320e-01,6.693969964981079102e-01,-2.464561164379119873e-02,1.115292608737945557e-01,9.615446627140045166e-02,2.728591263294219971e-01,-8.628656864166259766e-01,2.034844458103179932e-01
-1.851027846336364746e+00,-1.118808627128601074e+00,-1.139178037643432617e+00,-5.096257925033569336e-01,7.528664469718933105e-01,1.587665975093841553e-01,-2.219910383224487305e+00,1.529031693935394287e-01,3.585883975028991699e-01,-6.466014981269836426e-01,2.528645515441894531e+00,1.903915643692016602e+00,8.744432330131530762e-01,-1.650024175643920898e+00,-2.127514183521270752e-01,7.198733091354370117e-01,1.839135438203811646e-01,-9.828122854232788086e-01,-9.012111425399780273e-01,9.580891132354736328e-01,-3.006032466888427734e+00,1.030371427536010742e+00,1.891483783721923828e+00,5.307813882827758789e-01,3.396096706390380859e+00,1.888723373413085938e+00,-3.492257893085479736e-01,4.360598921775817871e-01,-1.563274145126342773e+00,9.704898595809936523e-01,-1.698348045349121094e+00,2.857861518859863281e-01
-1.796281456947326660e+00,-1.262429118156433105e+00,-1.141063094139099121e+00,-5.110143423080444336e-01,6.908077001571655273e-01,1.290303170680999756e-01,-2.316022634506225586e+00,8.595429360866546631e-02,4.458355307579040527e-01,-6.699296832084655762e-01,2.576763153076171875e+00,1.974608063697814941e+00,9.020424485206604004e-01,-1.718781709671020508e+00,-3.335462212562561035e-01,8.311472535133361816e-01,2.931792140007019043e-01,-1.036128997802734375e+00,-9.363000988960266113e-01,9.930467009544372559e-01,-2.950706958770751953e+00,1.126321554183959961e+00,1.915157556533813477e+00,4.679304957389831543e-01,3.392643928527832031e+00,1.921340227127075195e+00,-4.665431678295135498e-01,4.314394593238830566e-01,-1.690416097640991211e+00,9.830033779144287109e-01,-1.885375738143920898e+00,3.755556046962738037e-01
